Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act,turn_index
8504,"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",Joey,neutral,849,8,5,18,"00:04:32,313","00:04:36,275",s,8
8505,"Joey, you look nothing like Ben.",Ross,neutral,849,9,5,18,"00:04:36,442","00:04:37,943",o,9
8506,I look more like him than you do!,Joey,anger,849,10,5,18,"00:04:39,445","00:04:41,655",dag,10
8507,"Y'know, I don't really know you well enough for you to do that.",Carol,joy,849,11,5,18,"00:04:43,950","00:04:47,327",o,11
8546,"By the way, the week before your wedding you may not see a lot of me.",Ross,neutral,853,0,7,9,"00:14:14,603","00:14:18,690",s,0
8547,"Oh, hello liar.",Phoebe,anger,853,1,7,9,"00:14:29,201","00:14:31,035",s,1
8548,"Look, I-I'm really sorry I let go of the bike.",Ross,sadness,853,2,7,9,"00:14:33,664","00:14:37,500",ap,2
8549,I could've been killed I hope you know!,Phoebe,anger,853,3,7,9,"00:14:37,710","00:14:39,752",s,3
8550,"I know. I know. But, can we please try it again? Huh? I mean, you were",Ross,sadness,853,4,7,9,"00:14:41,714","00:14:49,971",q,4
8551,"Well, I would love to butthe bike got stolen and the police have no suspects.",Phoebe,joy,853,5,7,9,"00:14:50,180","00:14:56,769",ans,5
8552,Phoebe.,Ross,neutral,853,6,7,9,"00:15:03,193","00:15:04,485",oth,6
8553,What?! What the hell?!,Phoebe,anger,853,7,7,9,"00:15:07,573","00:15:09,449",dag,7
8554,"All right, y'know what?",Ross,anger,853,8,7,9,"00:15:10,951","00:15:11,993",s,8
8555,"If you are not going to learn how to ride this bike then I'm sorry, I'm just gonna have to take it back.",Ross,anger,853,9,7,9,"00:15:12,202","00:15:17,707",o,9
8556,What?! Why?!,Phoebe,surprise,853,10,7,9,"00:15:15,539","00:15:17,707",q,10
8557,"Because! Because, it-it-it's It'd be like you having this guitar and-and never playing it. Okay, this guitar",Ross,anger,853,11,7,9,"00:15:17,875","00:15:30,553",ans,11
8580,No!,Ross,surprise,857,0,5,1,"00:11:54,046","00:11:56,589",dag,0
8581,"For all I know, she's trying to find me but couldn't because I kept moving around.",Ross,neutral,857,1,5,1,"00:11:54,046","00:11:59,259",o,1
8582,"No, from now on, I'm staying in one place.",Ross,neutral,857,2,5,1,"00:11:59,427","00:12:02,137",s,2
8583,Right here.,Ross,neutral,857,3,5,1,"00:12:02,304","00:12:03,972",s,3
8584,"Well, it's getting late.",Monica,neutral,857,4,5,1,"0:12:07,351","0:12:08,269",o,4
8585,"Yeah, we're gonna go.",Chandler,neutral,857,5,5,1,"0:12:08,269","0:12:09,235",s,5
8586,"Actually, do you guys mind staying here for a while?",Ross,neutral,857,6,5,1,"00:12:09,353","00:12:14,107",q,6
8587,"Ugh, y'know, umm we gotta get up early and catch that plane for New York.",Monica,neutral,857,7,5,1,"00:12:14,817","00:12:17,861",ans,7
8588,"Yeah, it's a very large plane.",Chandler,neutral,857,8,5,1,"00:12:18,028","00:12:20,196",s,8
8589,That's cool.,Ross,neutral,857,9,5,1,"00:12:22,783","00:12:24,409",oth,9
8590,"But, we'll stay here with you.",Chandler,neutral,857,10,5,1,"00:12:26,871","00:12:29,330",ag,10
8591,"Thanks guys! I really appreciate this, y'know, but you don't have to rub my butt.",Ross,joy,857,11,5,1,"00:20:51,333","00:20:58,881",o,11
8592,"Hey, Mel Gibson and Clint Eastwood.",Phoebe,surprise,858,0,4,13,"00:04:14,254","00:04:15,754",g,0
8593,They're not a couple!,Ross,surprise,858,1,4,13,"00:04:18,258","00:04:19,299",s,1
8594,"Oh-okay, I get the game now.",Phoebe,neutral,858,2,4,13,"00:04:19,467","00:04:21,260",s,2
8595,"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",Joey,neutral,858,3,4,13,"00:04:23,346","00:04:29,810",q,3
8596,Oh yeah!,Ross,joy,858,4,4,13,"00:04:27,850","00:04:29,810",ans,4
8597,"Well okay, so then you're fine.",Joey,neutral,858,5,4,13,"00:04:31,020","00:04:33,313",s,5
8598,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,Joey,neutral,858,6,4,13,"00:04:33,481","00:04:41,280",s,6
8599,Okay?,Joey,neutral,858,7,4,13,"0:04:41,447","0:04:42,031",b,7
8600,So as long as it's hot onstage you got nothing to worry about.,Joey,neutral,858,8,4,13,"0:04:42,031","0:04:45,769",s,8
8601,"It's when the heat goes away, that's when you're in trouble.",Joey,neutral,858,9,4,13,"00:04:45,868","00:04:48,537",s,9
8602,Really?,Chandler,surprise,858,10,4,13,"00:04:49,956","00:04:50,998",b,10
8603,"Look, you guys have been to every play I've ever been in, have I ever had chemistry on stage?",Joey,neutral,858,11,4,13,"00:04:51,165","00:04:54,751",q,11
8693,Mark's a genius!,Joey,surprise,869,0,3,12,"00:12:31,667","00:12:33,001",o,0
8694,Why?! How?! How is he a genius?,Ross,surprise,869,1,3,12,"0:12:33,169","0:12:37,048",q,1
8695,"Look, don't you see what's happening here.",Chandler,anger,869,2,3,12,"0:12:37,048","0:12:37,188",ans,2
8696,"Instead of hitting on her right away, he's becoming her confidant.",Chandler,anger,869,3,3,12,"00:12:37,298","00:12:40,425",o,3
8697,Now he's gonna be the guy she goes too to complain about you.,Chandler,neutral,869,4,3,12,"00:12:40,593","00:12:44,053",o,4
8698,What am I going to do?,Ross,fear,869,5,3,12,"00:12:44,221","00:12:45,430",q,5
8699,"Well, why don't you send her a musical bug, op, no you already did that.",Chandler,neutral,869,6,3,12,"00:12:45,598","00:12:49,976",ans,6
8700,"All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",Chandler,neutral,869,7,3,12,"00:12:51,937","00:12:57,776",o,7
8701,I don't know you guys.,Ross,fear,869,8,3,12,"00:12:55,149","00:12:57,776",s,8
8702,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",Chandler,disgust,869,9,3,12,"00:12:57,943","00:13:04,949",s,9
8703,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,disgust,869,10,3,12,"00:13:05,117","00:13:09,287",s,10
8704,"And before you know it, she's with him.",Joey,anger,869,11,3,12,"00:13:09,455","00:13:11,456",o,11
8747,What kind of problem?,Ross,surprise,874,0,5,13,"00:21:07,474","00:21:08,641",q,0
8748,"Well to tell you the truth, they uh, they had a problem with the bag!",Joey,sadness,874,1,5,13,"00:21:08,976","00:21:14,021",ans,1
8749,Oh my God!,Chandler,surprise,874,2,5,13,"00:21:11,821","00:21:14,021",oth,2
8751,Y'know what? It was a stupid play anyway!,Joey,sadness,874,3,5,13,"00:21:15,565","00:21:18,109",o,3
8752,"Y'know, Joey, I think it's time to give up the bag.",Monica,sadness,874,4,5,13,"00:21:19,069","00:21:20,820",o,4
8753,I don't wanna give up the bag.,Joey,sadness,874,5,5,13,"0:21:21,280","0:21:22,842",dag,5
8754,I don't have to give up the bag!,Joey,anger,874,6,5,13,"0:21:22,842","0:21:23,670",dag,6
8755,Do I Rach?,Joey,sadness,874,7,5,13,"00:21:24,116","00:21:26,617",q,7
8756,"Oh, you think I should give up the bag!",Joey,anger,874,8,5,13,"00:21:30,038","00:21:32,456",s,8
8757,"Honey wait, Joey, I'm sorry I mean as terrific as I think you are with it",Rachel,neutral,874,9,5,13,"00:21:32,749","00:21:37,169",ap,9
8759,I just don't know if the world is ready for you and your bag.,Rachel,sadness,874,10,5,13,"00:21:39,339","00:21:44,051",o,10
8760,I can't believe I'm hearing this!,Joey,sadness,874,11,5,13,"00:21:46,555","00:21:48,139",s,11
8804,Here you go.,Casey,neutral,884,0,4,7,"0:01:42,644","0:01:44,646",c,0
8805,"Great! All right, so I'll call you later.",Joey,joy,884,1,4,7,"0:01:44,646","0:01:44,788",s,1
8806,Great!,Casey,joy,884,2,4,7,"00:01:44,938","00:01:45,979",ag,2
8807,Hey-Hey-Hey! Who was that?,Chandler,surprise,884,3,4,7,"00:01:47,732","00:01:49,608",q,3
8808,That would be Casey. We're going out tonight.,Joey,neutral,884,4,4,7,"00:01:49,818","00:01:52,111",ans,4
8809,"Goin' out, huh? Wow! Wow! So things didn't work out with Kathy, huh? Bummer.",Chandler,surprise,884,5,4,7,"00:01:52,320","00:02:00,410",s,5
8810,"No, things are fine with Kathy. I'm having a late dinner with her tonight, right after my early dinner with Casey.",Joey,neutral,884,6,4,7,"00:02:00,620","00:02:06,625",s,6
8811,What?,Chandler,surprise,884,7,4,7,"00:02:07,168","00:02:08,168",q,7
8812,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joey,anger,884,8,4,7,"00:02:08,336","00:02:12,297",s,8
8813,Wait! You're going out with Kathy!,Chandler,surprise,884,9,4,7,"00:02:14,217","00:02:16,468",q,9
8814,Yeah. Why are you getting so upset?,Joey,surprise,884,10,4,7,"00:02:17,095","00:02:21,056",q,10
8815,"Well, I'm upsetfor you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",Chandler,disgust,884,11,4,7,"00:02:18,346","00:02:26,687",ans,11
8827,Hey!,Rachel,joy,886,0,4,17,"0:13:17,213","0:13:18,395",g,0
8828,Hi!,Chandler,joy,886,1,4,17,"0:13:18,395","0:13:19,134",g,1
8829,"Listen, can we watch cartoons on your television?",Chandler,neutral,886,2,4,17,"00:13:19,256","00:13:21,341",q,2
8830,We need a porn break.,Chandler,neutral,886,3,4,17,"00:13:21,509","00:13:24,010",s,3
8831,"We spent the last two hours watching In & Out & In, Again.",Chandler,neutral,886,4,4,17,"00:13:24,178","00:13:28,139",s,4
8832,"Well, so, why don't you just turn it off?",Rachel,joy,886,5,4,17,"00:13:29,934","00:13:31,976",q,5
8833,Because then we would be the guys who turned off free porn.,Chandler,neutral,886,6,4,17,"00:13:32,144","00:13:35,021",ans,6
8834,"Ooh, good, you're hear! Okay.",Phoebe,joy,886,7,4,17,"00:13:36,732","00:13:38,733",s,7
8835,Hey!,Monica,joy,886,8,4,17,"0:13:38,901","0:13:39,319",g,8
8836,Hi!,Phoebe,joy,886,9,4,17,"0:13:39,319","0:13:40,006",g,9
8837,"Well, what-what cha got there?",Rachel,joy,886,10,4,17,"00:13:40,110","00:13:41,402",q,10
8838,"Oh this, well I'm glad you asked.",Phoebe,joy,886,11,4,17,"00:13:41,570","00:13:44,572",ans,11
8850,Yes that's right.,Ross,neutral,887,0,6,17,"00:19:26,165","00:19:29,083",ag,0
8851,Why?,The Instructor,surprise,887,1,6,17,"00:19:30,252","00:19:31,294",q,1
8852,"I tired attacking two women, did not work.",Ross,neutral,887,2,6,17,"00:19:31,461","00:19:35,047",ans,2
8853,What?!,The Instructor,surprise,887,3,6,17,"00:19:35,632","00:19:37,341",q,3
8854,"No, I mean it's okay, I mean, they're-they're my friends.",Ross,neutral,887,4,6,17,"00:19:35,632","00:19:42,305",ans,4
8855,"In fact, I-I-I was married to one of them.",Ross,anger,887,5,6,17,"00:19:37,509","00:19:42,305",s,5
8856,"Let me get this straight man, you attacked your ex-wife?!",The Instructor,anger,887,6,6,17,"00:19:42,472","00:19:44,849",q,6
8857,"Oh, no!",Ross,surprise,887,7,6,17,"0:19:45,559","0:19:46,651",ans,7
8858,No-no!,Ross,surprise,887,8,6,17,"0:19:46,651","0:19:47,821",ans,8
8859,"No, I tired!",Ross,surprise,887,9,6,17,"00:19:47,936","00:19:49,896",ans,9
8860,But I couldn't.,Ross,neutral,887,10,6,17,"0:19:51,773","0:19:53,125",dag,10
8861,That's why I'm here.,Ross,anger,887,11,6,17,"0:19:53,125","0:19:54,611",s,11
8864,"What? No! No, I'm not stopping. I'm Red Ross!",Ross,sadness,888,0,4,15,"00:16:13,430","00:16:16,599",s,0
8865,"Dude, if you go back out there, you're gonna be Dead Ross!",Joey,anger,888,1,4,15,"00:16:16,767","00:16:19,978",o,1
8866,I don't care! I am not quitting! I insist on finishing this game!,Ross,anger,888,2,4,15,"00:16:20,145","00:16:26,567",o,2
8867,"All right, all right, if you insist on doing this, at least let me help you.",Emily,anger,888,3,4,15,"00:16:23,565","00:16:26,567",ag,3
8868,"No, God no! That is no place for a woman. Those guys will grab anything.",Ross,neutral,888,4,4,15,"00:16:26,735","00:16:30,780",s,4
8869,No. That's not what I'm saying. I just may know a few things that might help you inflict some pain.,Emily,neutral,888,5,4,15,"00:16:31,907","00:16:36,619",s,5
8870,I like that.,Ross,joy,888,6,4,15,"00:16:36,787","00:16:40,164",ag,6
8871,"Yeah? Listen closely, Devon has got a weak ankle.",Emily,neutral,888,7,4,15,"0:16:40,332","0:16:42,251",s,7
8872,Huh?,Ross,neutral,888,8,4,15,"0:16:42,251","0:16:42,473",b,8
8873,One swift kick and he'll back off.,Emily,neutral,888,9,4,15,"00:16:42,584","00:16:44,669",s,9
8874,"All right, bad ankle, got it!",Ross,neutral,888,10,4,15,"00:16:44,837","00:16:46,587",s,10
8875,"And that big bloke with the beard, he has got a trick hip.",Emily,neutral,888,11,4,15,"00:16:46,755","00:16:50,591",s,11
9014,I'm telling you it's like watching Bambi learn how to walk.,Rachel,anger,902,0,7,14,"00:13:57,253","00:14:01,172",s,0
9015,You're drunk! Mom and dad are gonna be maaaaadd! Maybe I'm a little drunk.,Ross,surprise,902,1,7,14,"00:14:02,758","00:14:12,183",o,1
9017,Hey! Are those crab cakes? Did I not tell ya to come straight to me when more crab cakes were ready?,Joey,joy,902,2,7,14,"00:14:13,936","00:14:20,149",q,2
9018,How are you feeling?,Chandler,neutral,902,3,7,14,"00:14:22,444","00:14:23,778",q,3
9019,You are,Monica,neutral,902,4,7,14,"00:14:24,780","00:14:27,448",ans,4
9020,I really wish that you wouldn't.,Ross,anger,902,5,7,14,"00:14:35,457","00:14:38,293",s,5
9021,"Now all you have to do is just get through a little bit more, okay?",Chandler,neutral,902,6,7,14,"00:14:40,004","00:14:43,298",o,6
9022,"Then we can put you in bed, okay?",Chandler,neutral,902,7,7,14,"0:14:43,465","0:14:45,467",s,7
9023,Just smile and don't talk to,Chandler,neutral,902,8,7,14,"0:14:45,467","0:14:49,610",s,8
9024,Speech! Speech! Let's hear from the birthday girl! Huh?,Phoebe,joy,902,9,7,14,"00:14:49,722","00:14:53,516",s,9
9025,Pheebs!!,Chandler,joy,902,10,7,14,"00:14:54,602","00:14:55,643",oth,10
9026,Don't you see? Everyone's looking at me! The plan's working! I didn't even have to take off my top yet!,Phoebe,joy,902,11,7,14,"00:14:55,811","00:15:03,651",s,11
9043,Are there no conscious men in the city for you two?,Chandler,sadness,905,0,1,11,"00:02:36,823","00:02:39,783",q,0
9044,He doesn't have anyone.,Monica,neutral,905,1,1,11,"0:02:40,618","0:02:42,037",ans,1
9045,"Yeah, we-we feel kinda responsible.",Phoebe,anger,905,2,1,11,"0:02:42,037","0:02:44,274",s,2
9046,I can't believe you said woowoo. I don't even say woowoo.,Joey,disgust,905,3,1,11,"00:02:44,956","00:02:49,585",oth,3
9047,"Oh, she's coming up! She's coming up!",Rachel,joy,905,4,1,11,"00:02:49,752","00:02:51,461",s,4
9048,"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.",Jay Leno,neutral,905,5,1,11,"00:02:51,629","00:02:58,677",s,5
9049,You might wanna put the kids to bed for this one.,Jay Leno,neutral,905,6,1,11,"00:02:55,049","00:02:58,677",s,6
9050,"Y'know, we don't have to watch this.",Chandler,neutral,905,7,1,11,"00:02:58,845","00:03:02,472",o,7
9051,"No way, forget it.",Rachel,joy,905,8,1,11,"0:03:02,640","0:03:05,602",dag,8
9052,"C'mon, she's your mom!",Joey,anger,905,9,1,11,"0:03:05,602","0:03:05,744",s,9
9053,Exactly.,Chandler,neutral,905,10,1,11,"00:03:05,852","00:03:07,936",ag,10
9054,"Chandler, I gotta tell you, I love your mom's books!",Rachel,joy,905,11,1,11,"00:03:12,108","00:03:16,153",a,11
9066,"Oh. Oh! Ma'am? Excuse me, ma'am?",Phoebe,neutral,907,0,5,16,"00:06:33,726","00:06:39,940",q,0
9068,You can't put your cigarette out on a tree!,Phoebe,anger,907,1,5,16,"00:06:35,603","00:06:39,940",q,1
9069,"Yeah I can, it worked real well.",The Smoking Woman,neutral,907,2,5,16,"00:06:40,108","00:06:41,817",ans,2
9070,No but you shouldn't! Don't ever do that again.,Phoebe,anger,907,3,5,16,"00:06:42,652","00:06:45,737",dag,3
9071,I won't! Until I have my next cigarette.,The Smoking Woman,anger,907,4,5,16,"00:06:45,947","00:06:48,865",s,4
9072,Hold it! N.Y.P.D! Freeze punk!,Phoebe,anger,907,5,5,16,"00:06:49,117","00:06:52,494",s,5
9073,What?!,The Smoking Woman,surprise,907,6,5,16,"00:06:52,662","00:06:54,121",q,6
9074,Yeah that's right you are so busted. Book 'em.,Phoebe,anger,907,7,5,16,"00:06:54,288","00:06:59,334",ans,7
9075,Who are you talking too?,The Smoking Woman,surprise,907,8,5,16,"00:07:01,170","00:07:04,089",q,8
9076,"Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.",Phoebe,disgust,907,9,5,16,"00:07:04,465","00:07:08,385",ans,9
9077,I am,The Smoking Woman,neutral,907,10,5,16,"00:07:08,970","00:07:11,430",dag,10
9078,You apologize to the tree right now or I am calling for backup. Backup! Backup!!,Phoebe,anger,907,11,5,16,"00:07:12,014","00:07:15,642",c,11
9081,Shh! Get me out of here.,Phoebe,fear,908,0,7,12,"0:02:26,604","0:02:27,939",s,0
9082,Oh.,Rachel,neutral,908,1,7,12,"0:02:27,939","0:02:28,837",b,1
9083,Ross!,Joey,surprise,908,2,7,12,"0:02:32,610","0:02:33,570",g,2
9084,What?,Ross,neutral,908,3,7,12,"0:02:33,570","0:02:33,717",q,3
9085,"Come here, check this out!",Joey,surprise,908,4,7,12,"0:02:33,903","0:02:34,925",ans,4
9086,What? Is it the comet?,Ross,neutral,908,5,7,12,"0:02:34,925","0:02:35,632",q,5
9087,"No! No-no. Look, there's a bug stuck in tar right here.",Joey,surprise,908,6,7,12,"00:02:36,156","00:02:39,867",ans,6
9088,"Joey comeI can't believeI bring you here to see the Bapstein-King comet, one of nature's most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",Ross,anger,908,7,7,12,"00:02:41,077","00:02:52,379",s,7
9089,"Y'know, there's",Joey,neutral,908,8,7,12,"00:02:55,258","00:02:57,926",s,8
9090,Show me where?,Ross,neutral,908,9,7,12,"00:02:59,429","00:03:00,888",q,9
9091,Right-right up here.,Joey,neutral,908,10,7,12,"00:03:01,890","00:03:03,765",ans,10
9092,Joey where's the pipe that was holding the door open?,Ross,neutral,908,11,7,12,"00:03:09,772","00:03:12,983",q,11
9108,Hi.. how was the game?,Monica,neutral,910,0,1,3,"00:10:57,198","00:10:58,365",q,0
9109,Well..,Ross,neutral,910,1,1,3,"00:10:59,742","00:11:01,117",ans,1
9110,WE WON!! Thank you! Yes!,All,joy,910,2,1,3,"00:11:01,327","00:11:03,870",oth,2
9111,Fantastic! I have one question: How is that possible?,Monica,surprise,910,3,1,3,"00:11:04,705","00:11:07,624",q,3
9112,Alan.,Joey,neutral,910,4,1,3,"0:11:08,709","0:11:09,271",ans,4
9113,He was unbelievable.,Ross,joy,910,5,1,3,"0:11:09,271","0:11:11,057",a,5
9114,"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",Ross,joy,910,6,1,3,"00:11:11,212","00:11:18,426",o,6
9115,"I mean, it-it was like, it was like he made us into a team.",Rachel,joy,910,7,1,3,"00:11:22,056","00:11:25,475",o,7
9116,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",Chandler,joy,910,8,1,3,"00:11:27,895","00:11:30,522",s,8
9117,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,Monica,neutral,910,9,1,3,"00:11:31,857","00:11:36,111",q,9
9118,What?,Ross,surprise,910,10,1,3,"0:11:36,320","0:11:39,882",q,10
9119,"..I dunno, a little too Alan?",Monica,neutral,910,11,1,3,"0:11:39,882","0:11:40,332",q,11
9137,You're driving me crazy with that!,Joey,anger,913,0,5,10,"00:08:19,123","00:08:21,124",s,0
9138,"Okay, I'll stop.",Chandler,neutral,913,1,5,10,"00:08:21,292","00:08:23,084",s,1
9139,Don't stop! Move the bowl further away! Ross could make that shot!,Joey,anger,913,2,5,10,"00:08:23,252","00:08:26,880",c,2
9140,"Well, you suck! But at least you suck at a man's game now.",Joey,anger,913,3,5,10,"00:08:32,470","00:08:35,805",s,3
9141,You wanna play?,Chandler,neutral,913,4,5,10,"00:08:36,599","00:08:38,975",q,4
9142,"Chandler, I can't be playing games, Ross is gonna be home soon.",Joey,neutral,913,5,5,10,"0:08:36,599","0:08:40,562",ans,5
9143,And I have to write five whole pages if I'm gonna stick to his schedule.,Joey,neutral,913,6,5,10,"0:08:40,562","0:08:43,236",s,6
9144,"Well, so, play for the next 30 minutes and then write until he gets home.",Chandler,neutral,913,7,5,10,"00:08:43,356","00:08:47,234",o,7
