Dialogue_ID,Utterance_ID,Utterance,Emotion
10926,8,A soft seat or hard one?,neutral
10926,9,How much is a soft?,neutral
10926,10,"$ 15.And for a hard one, only $ 6.",neutral
10926,11,"Then one hard seat, please.",neutral
10926,12,OK.Here is your change.The train leaves on platform 8.,neutral
10929,0,Here is your room. I hope you like it.,neutral
10929,1,Looks not bad.,neutral
10929,2,The room is away from traffic noise.,neutral
10929,3,"Yes, It's pleasantly quiet here.",neutral
10929,4,Here's the bath.,neutral
10929,5,Where can we have our laundry done?,neutral
10929,6,There's a bag in the bathroom. Just put your laundry in it.,neutral
10929,7,Does the hotel run its own laundry service?,neutral
10929,8,"We do, as most hotels do.",neutral
10929,9,I see. Is the telephone on the table good for outside calls?,neutral
10929,10,There is house phone only.But you can ask the operator for city calls.,neutral
10929,11,Can I get a city map at the hotel?,neutral
10929,12,Yes. Shall I get one for you? Just push the button over there if you need anything.,neutral
10930,0,Shogun Restaurant of Pasadena.,neutral
10930,1,"Hi, could you help me? I need to make a dinner reservation.",neutral
10930,2,I can help you if you can just tell me what evening you like the reservation for.,neutral
10930,3,Tuesday night is when we need the reservation for.,neutral
10930,4,What time do you think that you would like to have dinner?,neutral
10930,5,7,neutral
10930,6,How many diners will be in your group?,neutral
10930,7,We need a reservation for four.,neutral
10930,8,I have a table for four available at 7,neutral
10930,9,My last name is Foster. Thank you for the reservation.,neutral
10930,10,"Mr. Foster, we will be expecting you this Tuesday at 7",neutral
10930,11,We will be there! Thanks for the help!,neutral
10948,0,What can I do for you today?,neutral
10948,1,Can I sign up for some classes today?,neutral
10948,2,Which classes?,neutral
10948,3,I would like to take a driver's course.,neutral
10948,4,Would you like to make an appointment?,neutral
10948,5,Why do I need an appointment?,neutral
10948,6,You need to sign the paperwork.,neutral
10948,7,Can I do that right now?,neutral
10948,8,When can you come in?,neutral
10948,9,How about 9 o'clock tomorrow morning?,neutral
10948,10,I'll schedule you for then.,neutral
10948,11,Thanks for all your help.,joy
10949,0,The tea smells good. What tea is it?,joy
10949,1,It's a special green tea named Longing Tea from Zhejiang province.,neutral
10949,2,What's special about it except its pleasant smell?,neutral
10949,3,You can see that it keeps the original color of the tea leaves very well.,neutral
10949,4,They must have some special methods to do this during the process.,neutral
10949,5,Probably. I love green tea. It's one of my daily necessities.,neutral
10949,6,"Then, do you have “ tea time ” every day? I mean, do you drink tea at a settled time?",neutral
10949,7,Not really. But I really love to have after-meal tea.,neutral
10949,8,What's the advantage about tea?,neutral
10949,9,"There are a lot of them. In hot or warm days, tea helps to dispel the heat and brings on an instant cool with a feeling of relaxation. Moreover, the tea leaves contain a number of chemicals which are good for people's health.",neutral
10949,10,Does that mean the stronger the better?,neutral
10949,11,No. Constant drinking of over-strong tea would do harm to people's health. So don't make your tea too strong.,neutral
10949,12,Got it. What's the proper time for tea?,neutral
10949,13,It's fine for most time of the day. But don't have tea before bedtime.,neutral
10949,14,Why?,neutral
10949,15,"It will give rise to occasional insomnia. OK, let's enjoy the tea before it gets cold.",joy
10970,0,I have a question about my cable.,neutral
10970,1,What do you need?,neutral
10970,2,I haven't been able to watch my cable for the past week.,neutral
10970,3,Right now the cable isn't working.,neutral
10970,4,Could you tell me when it will be back on?,neutral
10970,5,The cable should be running again in a couple of days.,neutral
10970,6,"In the meantime, do I still have to pay for the cable?",neutral
10970,7,We'll just give you a credit for the inconvenience.,neutral
10970,8,Does that mean I won't have to pay for it?,neutral
10970,9,It'll be free until it comes back on.,neutral
10970,10,"Thanks, I appreciate your help.",joy
10970,11,Thank you for all your patience.,joy
11007,0,"I'd like to speak with the apartment manager, please.",neutral
11007,1,This is he. What can I do for you?,neutral
11007,2,I'm interested in the apartment on Main Street.,neutral
11007,3,It's still available. Do you want to see it?,neutral
11007,4,"Yes, I would very much like to see it.",neutral
11007,5,Does today at 6 p. m. sound okay to you?,neutral
11007,6,I have no problem with 6 p. m.,neutral
11007,7,"Okay, I'll see you at 6 o'clock. Do you need any directions?",neutral
11007,8,"No, thanks. I already drove by to see what the neighborhood looks like.",joy
11007,9,I'll have an application form with me. You can fill it out if you're interested.,neutral
11007,10,Should I bring anything with me?,neutral
11007,11,No. I only need to check your driver's license.,neutral
11014,0,Where is that?,neutral
11014,1,"Take me to the airport, please.",neutral
11014,2,Are you in a hurry?,neutral
11014,3,I have to be there before 1700.,neutral
11014,4,We'll make it except a jam.You know it's rush hour.,neutral
11014,5,There's an extra ten in it for you if you can get me there on time.,neutral
11014,6,I'll do my best.,neutral
11014,7,Here's twenty dollars.,neutral
11014,8,Do you have small bills?,neutral
11014,9,"No.If you can't break it, keep the change.But can you give me a receipt?",neutral
11014,10,Here is your receipt.Thank you.,joy
11021,0,Can you pick up some things from the store for me?,neutral
11021,1,"Of course, what do you need?",neutral
11021,2,"I need a few things, I'll give you the list.",neutral
11021,3,Is there something else you need that you can think of?,neutral
11021,4,Everything I need is on the list.,neutral
11021,5,Do you want me to make any other stops while I'm out?,neutral
11021,6,"Since you asked, would you pick up my medicine from the pharmacy?",neutral
11021,7,Is it ready to be picked up?,neutral
11021,8,I believe so.,neutral
11021,9,No problem. I'll do that for you.,joy
11021,10,I really appreciate you doing this for me.,joy
11021,11,It's no problem at all.,joy
11054,0,I ’ m interested in teaching at your school.,neutral
11054,1,Great. Are you a qualified teacher?,neutral
11054,2,Yes.,neutral
11054,3,What kind of teaching certificate do you have?,neutral
11054,4,I have a TEFL certificate.,neutral
11054,5,How many years of experience do you have?,neutral
11054,6,I have three years of teaching ESL and four years of teaching per-school children.,neutral
11054,7,When did you get your TEFL certificate?,neutral
11054,8,I got my TEFL certificate three years ago.,neutral
11054,9,Why do you want to teach at our school?,neutral
11054,10,"Well, I ’ Ve heard many good things about it. I also like teaching young children.",neutral
11054,11,That ’ s great. Can you speak Chinese?,neutral
11054,12,"Yes, just a little.",neutral
11054,13,Can you come in for an interview tomorrow at 10?,neutral
11054,14,I sure can.,neutral
11054,15,Great. See you then.,joy
11057,0,Can you believe that Obama was actually elected?,surprise
11057,1,"I can believe it, and I am very excited about it.",surprise
11057,2,I hope you voted for him.,neutral
11057,3,Of course I did. Didn ’ t you?,neutral
11057,4,Of course!,neutral
11057,5,I have total faith in Obama as our President.,neutral
11057,6,You do?,neutral
11057,7,Yeah. I have faith that he will help America turn over a new leaf.,neutral
11057,8,Our country really could use some work.,neutral
11057,9,I believe that change has already begun.,neutral
11057,10,I couldn ’ t agree more.,neutral
11057,11,I no longer need to worry about what will happen with this country.,neutral
11060,0,Did you need help with something?,neutral
11060,1,I don ’ t know where to get my ballot.,neutral
11060,2,I can help you with that.,neutral
11060,3,How can you help me?,neutral
11060,4,I work here.,neutral
11060,5,That ’ s great.,joy
11060,6,May I see your ID?,neutral
11060,7,Here it is.,neutral
11060,8,"All right, here is your ballot card.",neutral
11060,9,What do I do now?,neutral
11060,10,Go to a voting booth and vote.,neutral
11060,11,All right. Thanks for your help.,joy
11077,0,What is this? I didn't order that.,neutral
11077,1,I ’ m terribly sorry. May I have your order again? I'll get it right away.,sadness
11077,2,I've ordered savory pork and coleslaw.,neutral
11077,3,I'm sorry. I must have made a mistake. I'll bring them for you at once.,sadness
11077,4,Hey! What is this?,neutral
11077,5,"Pardon me, Miss. But didn't you order chicken soup?",neutral
11077,6,"Oh, Is that what this is?",neutral
11077,7,"I believe so. But if it really bothers you, I'll replace it for you.",neutral
11077,8,"No, don't replace it. Give a refund.",neutral
11077,9,Sorry. I'm afraid we can't. But you may order something else instead.,sadness
11077,10,"Oh, really? Give me a clam soup.",surprise
11077,11,"Okay, Miss.",neutral
11077,12,Thank you.,joy
11077,13,I hope you enjoy your dinner.,joy
11078,0,How are you doing today?,neutral
11078,1,I ’ m fine.,neutral
11078,2,What can I do for you?,neutral
11078,3,I would like to cancel a check.,neutral
11078,4,Is there a problem?,neutral
11078,5,I wrote the check out for too much.,neutral
11078,6,How much did you write it out for?,neutral
11078,7,I wrote it out for $ 150.,neutral
11078,8,How much was it supposed to be?,neutral
11078,9,It was supposed to be for $ 100.,neutral
11078,10,I ’ ll cancel that check for you.,neutral
11078,11,I really appreciate your help.,joy
11083,0,how can I help you?,neutral
11083,1,I'd like to buy some perform for my girlfriend.,neutral
11083,2,do you know what kind of scent she usually wears?,neutral
11083,3,she usually doesn't wear anything but a few drops of Chanel No. 5. But I'd like to buy her a new Fragrance.,neutral
11083,4,"ok, here are some of our most popular perfumes.",neutral
11083,5,which one would you recommend?,neutral
11083,6,"personally, I quite like the new perfume by Clinique. It's a subtle flowery scent. What do you think?",neutral
11083,7,"that smells great. I'll take one bottle, please.",joy
11083,8,would you like to buy any other cosmetics for your girlfriend? We have a full range of products from cosmetics to skin cleansers and moisturizers.,neutral
11083,9,"it's ok. She normally just wears a little foundation and some loose powder, and I wouldn't know what shade to buy.",neutral
11083,10,how about some lipstick? Every woman needs a nice tube of red lipstick.,neutral
11083,11,she doesn't usually wear lipstick. She thinks it makes her nose look too big.,neutral
11083,12,how about some mascara? That will make her eyes look bigger.,neutral
11083,13,no thank you. She has big enough eyes as it is.,neutral
11083,14,I know what she would like---some whitening cream.,neutral
11083,15,"no thanks. Western women usually try to make their skin darker, no lighter.",neutral
